timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1653439473663,497,HTTP Request,200,OK,Thread Group 1-243,text,true,,11228,115,442,442,http://192.168.100.3/,456,0,0
1653439473563,597,HTTP Request,200,OK,Thread Group 1-269,text,true,,11229,115,442,442,http://192.168.100.3/,558,0,33
1653439473607,553,HTTP Request,200,OK,Thread Group 1-285,text,true,,11229,115,442,442,http://192.168.100.3/,544,0,13
1653439474078,83,HTTP Request,200,OK,Thread Group 1-228,text,true,,11228,115,442,442,http://192.168.100.3/,69,0,0
1653439473599,562,HTTP Request,200,OK,Thread Group 1-281,text,true,,11229,115,442,442,http://192.168.100.3/,549,0,20
1653439474078,84,HTTP Request,200,OK,Thread Group 1-256,text,true,,11228,115,442,442,http://192.168.100.3/,68,0,0
1653439474047,115,HTTP Request,200,OK,Thread Group 1-265,text,true,,11228,115,441,441,http://192.168.100.3/,98,0,0
1653439474030,133,HTTP Request,200,OK,Thread Group 1-266,text,true,,11228,115,441,441,http://192.168.100.3/,114,0,0
1653439474029,134,HTTP Request,200,OK,Thread Group 1-268,text,true,,11228,115,441,441,http://192.168.100.3/,105,0,0
1653439474026,137,HTTP Request,200,OK,Thread Group 1-230,text,true,,11228,115,441,441,http://192.168.100.3/,103,0,0
1653439474026,138,HTTP Request,200,OK,Thread Group 1-224,text,true,,11228,115,441,441,http://192.168.100.3/,103,0,0
1653439473977,187,HTTP Request,200,OK,Thread Group 1-218,text,true,,11228,115,441,441,http://192.168.100.3/,152,0,0
1653439473977,188,HTTP Request,200,OK,Thread Group 1-221,text,true,,11228,115,440,440,http://192.168.100.3/,152,0,0
1653439473824,341,HTTP Request,200,OK,Thread Group 1-237,text,true,,11228,115,440,440,http://192.168.100.3/,304,0,0
1653439473604,562,HTTP Request,200,OK,Thread Group 1-284,text,true,,11229,115,439,439,http://192.168.100.3/,547,0,16
1653439473552,614,HTTP Request,200,OK,Thread Group 1-140,text,true,,11228,115,439,439,http://192.168.100.3/,600,0,0
1653439474163,21,HTTP Request,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.100.3:80 failed to respond,Thread Group 1-265,text,false,,2069,0,443,443,http://192.168.100.3/,0,0,0
1653439474162,22,HTTP Request,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.100.3:80 failed to respond,Thread Group 1-256,text,false,,2069,0,443,443,http://192.168.100.3/,0,0,0
1653439474162,22,HTTP Request,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.100.3:80 failed to respond,Thread Group 1-281,text,false,,2069,0,442,442,http://192.168.100.3/,0,0,0
1653439474167,18,HTTP Request,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.100.3:80 failed to respond,Thread Group 1-284,text,false,,2069,0,443,443,http://192.168.100.3/,0,0,0
1653439474163,24,HTTP Request,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.100.3:80 failed to respond,Thread Group 1-266,text,false,,2069,0,442,442,http://192.168.100.3/,0,0,0
1653439474166,21,HTTP Request,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.100.3:80 failed to respond,Thread Group 1-237,text,false,,2069,0,442,442,http://192.168.100.3/,0,0,0
1653439474160,27,HTTP Request,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.100.3:80 failed to respond,Thread Group 1-269,text,false,,2069,0,442,442,http://192.168.100.3/,0,0,0
